Ref	Idx	Greek	Editions	TAGNT-Idx	SBL:Idx	SBL:TAGNT-Idx	NA28:Idx	NA28:TAGNT-Idx	RP05:Idx	RP05:TAGNT-Idx	|
1Co.7.13	@2:2	αὑτὸς	RP TR	@82					@8	@82	|
1Co.7.13	@3:1	τὸν	SBL WH Treg NA28 NA27 NIV	@16	@16	@16	@16	@16			|
1Co.7.13	@3:2	ἄνδρα	SBL WH Treg NA28 NA27 NIV	@17	@17	@17	@17	@17			|
1Co.7.13	@3:3	αὐτόν	RP TR	@81					@15	@81	|
1Co.7.14	@1:1	ἀδελφῷ	SBL WH Treg NA28 NA27 NIV	@18	@18	@18	@18	@18			|
1Co.7.14	@1:2	ἀνδρί	RP TR	@80					@18	@80	|
1Co.7.15	@1:1	ἡμᾶς	SBL Treg RP NIV TR	@80	@21	@80			@21	@80	|
1Co.7.15	@1:2	ὑμᾶς	WH NA28 NA27	@21			@21	@21			|
1Co.7.17	@1:1	ἐμέρισεν	SBL RP NA28 NA27 NIV TR	@5	@5	@5	@5	@5	@5	@5	|
1Co.7.17	@1:2	μεμέρικεν	WH Treg								|
1Co.7.17	@2:1	κύριος	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.7.17	@2:2	θεός	RP TR	@12					@7	@12	|
1Co.7.17	@3:1	θεός	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
1Co.7.17	@3:2	κύριος	RP TR	@7					@12	@7	|
1Co.7.18	@1:1	κέκληταί	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
1Co.7.18	@1:2	τις	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
1Co.7.18	@1:3	τις	RP TR	@9					@8	@9	|
1Co.7.18	@1:4	ἐκλήθη	RP TR	@80					@9	@80	|
1Co.7.22	@1:1	ὁμοίως	SBL WH Treg RP NA28 NA27 NIV TR	@10	@10	@10	@10	@10	@10	@10	|
1Co.7.22	@1:2	καὶ	RP TR	@11					@11	@11	|
1Co.7.28	@1:1	γαμήσῃς	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.7.28	@1:2	γήμῃς	RP TR	@80					@4	@80	|
1Co.7.29	@1:1	ἐστίν	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
1Co.7.29	@1:2	τὸ	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
1Co.7.29	@1:3	λοιπὸν	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
1Co.7.29	@1:4	τὸ	RP TR	@9					@8	@9	|
1Co.7.29	@1:5	λοιπὸν	RP TR	@10					@9	@10	|
1Co.7.29	@1:6	ἐστίν	RP TR	@8					@10	@8	|
1Co.7.31	@1:1	τὸν	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.7.31	@1:2	κόσμον	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.7.31	@1:3	τῷ	RP TR	@80					@4	@80	|
1Co.7.31	@1:4	κόσμῳ	RP TR	@81					@5	@81	|
1Co.7.31	@1:5	τούτῳ	RP TR	@6					@6	@6	|
1Co.7.32	@1:1	ἀρέσῃ	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
1Co.7.32	@1:2	ἀρέσει	RP TR	@80					@13	@80	|
1Co.7.33	@1:1	ἀρέσῃ	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
1Co.7.33	@1:2	ἀρέσει	RP TR	@80					@9	@80	|
1Co.7.34	@1:1	καὶ	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
1Co.7.34	@2:1	ἡ	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
1Co.7.34	@2:2	ἄγαμος	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.7.34	@3:1	παρθένος	SBL WH Treg RP NA28 NA27 NIV TR	@10	@10	@10	@10	@10	@7	@10	|
1Co.7.34	@3:2	Ἡ	RP TR	@6					@8	@6	|
1Co.7.34	@3:3	ἄγαμος	RP TR	@7					@9	@7	|
1Co.7.34	@4:1	τῷ	SBL WH Treg NA28 NA27 NIV	@19	@19	@19	@19	@19			|
1Co.7.34	@5:1	τῷ	SBL WH Treg NA28 NA27 NIV	@22	@22	@22	@22	@22			|
1Co.7.34	@6:1	ἀρέσῃ	SBL WH Treg NA28 NA27 NIV	@32	@32	@32	@32	@32			|
1Co.7.34	@6:2	ἀρέσει	RP TR	@80					@29	@80	|
1Co.7.35	@1:1	σύμφορον	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.7.35	@1:2	συμφέρον	RP TR	@80					@7	@80	|
1Co.7.35	@2:1	εὐπάρεδρον	SBL WH Treg NA28 NA27 NIV	@19	@19	@19	@19	@19			|
1Co.7.35	@2:2	εὐπρόσεδρον	RP TR	@81					@19	@81	|
1Co.7.37	@1:1	ἐν	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.7.37	@1:2	τῇ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.7.37	@1:3	καρδίᾳ	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
1Co.7.37	@1:4	αὐτοῦ	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.7.37	@1:5	ἑδραῖος	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
1Co.7.37	@1:6	ἑδραῖος	RP TR	@8					@4	@8	|
1Co.7.37	@1:7	ἐν	RP TR	@4					@5	@4	|
1Co.7.37	@1:8	τῇ	RP TR	@5					@6	@5	|
1Co.7.37	@1:9	καρδίᾳ	RP TR	@6					@7	@6	|
1Co.7.37	@2:1	ἰδίᾳ	SBL WH Treg NA28 NA27 NIV	@24	@24	@24	@24	@24			|
1Co.7.37	@2:2	καρδίᾳ	SBL WH Treg NA28 NA27 NIV	@25	@25	@25	@25	@25			|
1Co.7.37	@2:3	καρδίᾳ	RP TR	@25					@23	@25	|
1Co.7.37	@2:4	αὐτοῦ	RP TR	@81					@24	@81	|
1Co.7.37	@3:1	τηρεῖν	SBL WH Treg NA28 NA27 NIV	@27	@26	@27	@26	@27			|
1Co.7.37	@3:2	τοῦ	RP TR	@26					@25	@26	|
1Co.7.37	@3:3	τηρεῖν	RP TR	@27					@26	@27	|
1Co.7.37	@4:1	ποιήσει	SBL WH Treg NA28 NA27 NIV	@32	@31	@32	@31	@32			|
1Co.7.37	@4:2	ποιεῖ	RP TR	@80					@31	@80	|
1Co.7.38	@1:1	γαμίζων	SBL WH Treg NA28 NA27 NIV	@5	@4	@5	@4	@5			|
1Co.7.38	@1:2	ἐκγαμίζων	RP TR	@80					@4	@80	|
1Co.7.38	@2:1	τὴν	SBL Treg	@6	@5	@6					|
1Co.7.38	@2:2	παρθένον	SBL Treg	@8	@6	@8					|
1Co.7.38	@2:3	ἑαυτοῦ	SBL Treg	@7	@7	@7					|
1Co.7.38	@2:4	τὴν	WH NA28 NA27 NIV	@6			@5	@6			|
1Co.7.38	@2:5	ἑαυτοῦ	WH NA28 NA27 NIV	@7			@6	@7			|
1Co.7.38	@2:6	παρθένον	WH NA28 NA27 NIV	@8			@7	@8			|
1Co.7.38	@3:1	καὶ	SBL WH Treg NA28 NA27 NIV	@11	@10	@11	@10	@11			|
1Co.7.38	@3:2	ὁ	SBL WH Treg NA28 NA27 NIV	@12	@11	@12	@11	@12			|
1Co.7.38	@3:3	ὁ	RP TR	@12					@7	@12	|
1Co.7.38	@3:4	δὲ	RP TR	@4					@8	@4	|
1Co.7.38	@4:1	γαμίζων	SBL WH Treg NA28 NA27 NIV	@14	@13	@14	@13	@14			|
1Co.7.38	@4:2	ἑκγαμίζων	RP TR	@81					@10	@81	|
1Co.7.38	@5:1	ποιήσει	SBL WH Treg NA28 NA27 NIV	@16	@15	@16	@15	@16			|
1Co.7.38	@5:2	ποιεῖ	RP TR	@82					@12	@82	|
1Co.7.39	@1:1	δέδεται	SBL WH Treg RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
1Co.7.39	@1:2	νόμῳ	RP TR	@3					@3	@3	|
1Co.7.39	@2:1	δὲ	SBL WH Treg RP NA28 NA27 NIV TR	@12	@11	@12	@11	@12	@12	@12	|
1Co.7.39	@2:2	καί	RP TR	@13					@13	@13	|
1Co.7.40	@1:1	δὲ	SBL Treg RP NA28 NA27 NIV TR	@12	@12	@12	@12	@12	@12	@12	|
1Co.7.40	@1:2	γὰρ	WH								|
1Co.8.2	@1:1	εἴ	SBL WH Treg RP NA28 NA27 NIV TR	@1	@1	@1	@1	@1	@1	@1	|
1Co.8.2	@1:2	δέ	RP TR	@2					@2	@2	|
1Co.8.2	@2:1	ἐγνωκέναι	SBL WH Treg NA28 NA27 NIV	@5	@4	@5	@4	@5			|
1Co.8.2	@2:2	εἰδέναι	RP TR	@80					@5	@80	|
1Co.8.2	@3:1	οὔπω	SBL WH Treg NA28 NA27 NIV	@7	@6	@7	@6	@7			|
1Co.8.2	@3:2	οὐδέπω	RP TR	@81					@7	@81	|
1Co.8.2	@3:3	οὐδὲν	RP TR	@8					@8	@8	|
1Co.8.2	@4:1	ἔγνω	SBL WH Treg NA28 NA27 NIV	@9	@7	@9	@7	@9			|
1Co.8.2	@4:2	ἔγνωκεν	RP TR	@82					@9	@82	|
1Co.8.4	@1:1	θεὸς	SBL WH Treg RP NA28 NA27 NIV TR	@16	@16	@16	@16	@16	@16	@16	|
1Co.8.4	@1:2	ἕτερος	RP TR	@17					@17	@17	|
1Co.8.7	@1:1	συνηθείᾳ	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
1Co.8.7	@1:2	συνειδήσει	RP TR	@80					@10	@80	|
1Co.8.7	@2:1	ἕως	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
1Co.8.7	@2:2	ἄρτι	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
1Co.8.7	@2:3	τοῦ	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
1Co.8.7	@2:4	εἰδώλου	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
1Co.8.7	@2:5	τοῦ	RP TR	@13					@11	@13	|
1Co.8.7	@2:6	εἰδώλου	RP TR	@14					@12	@14	|
1Co.8.7	@2:7	ἕως	RP TR	@11					@13	@11	|
1Co.8.7	@2:8	ἄρτι	RP TR	@12					@14	@12	|
1Co.8.8	@1:1	παραστήσει	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.8.8	@1:2	παρίστησιν	RP TR	@80					@5	@80	|
1Co.8.8	@2:1	γὰρ	SBL RP TR	@9	@9	@9			@9	@9	|
1Co.8.8	@2:2	ἐὰν	SBL RP TR	@10	@10	@10			@10	@10	|
1Co.8.8	@2:3	φάγωμεν,	SBL RP TR	@12	@11	@12			@11	@12	|
1Co.8.8	@2:4	περισσεύομεν,	SBL RP TR	@17	@12	@17			@12	@17	|
1Co.8.8	@2:5	οὔτε	SBL RP TR	@14	@13	@14			@13	@14	|
1Co.8.8	@2:6	ἐὰν	SBL RP TR	@15	@14	@15			@14	@15	|
1Co.8.8	@2:7	μὴ	SBL RP TR	@11	@15	@11			@15	@11	|
1Co.8.8	@2:8	φάγωμεν,	SBL RP TR	@16	@16	@16			@16	@16	|
1Co.8.8	@2:9	ὑστερούμεθα	SBL RP TR	@13	@17	@13			@17	@13	|
1Co.8.8	@2:10	ἐὰν	WH NA28 NA27 NIV	@10			@9	@10			|
1Co.8.8	@2:11	μὴ	WH NA28 NA27 NIV	@11			@10	@11			|
1Co.8.8	@2:12	φάγωμεν,	WH NA28 NA27 NIV	@12			@11	@12			|
1Co.8.8	@2:13	ὑστερούμεθα,	WH NA28 NA27 NIV	@13			@12	@13			|
1Co.8.8	@2:14	οὔτε	WH NA28 NA27 NIV	@14			@13	@14			|
1Co.8.8	@2:15	ἐὰν	WH NA28 NA27 NIV	@15			@14	@15			|
1Co.8.8	@2:16	φάγωμεν,	WH NA28 NA27 NIV	@16			@15	@16			|
1Co.8.8	@2:17	περισσεύομεν	WH NA28 NA27 NIV	@17			@16	@17			|
1Co.8.8	@2:18	ἐὰν	Treg								|
1Co.8.8	@2:19	μὴ	Treg								|
1Co.8.8	@2:20	φάγωμεν,	Treg								|
1Co.8.8	@2:21	ὑστερούμεθα,	Treg								|
1Co.8.8	@2:22	οὔτε	Treg								|
1Co.8.8	@2:23	ἐὰν	Treg								|
1Co.8.8	@2:24	φάγωμεν,	Treg								|
1Co.8.8	@2:25	περισσεύομεθα	Treg								|
1Co.8.9	@1:1	ἀσθενέσιν	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
1Co.8.9	@1:2	ἀσθενοῦσιν	RP TR	@81					@11	@81	|
1Co.8.11	@1:1	ἀπόλλυται	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
1Co.8.11	@1:2	γὰρ	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
1Co.8.11	@1:3	Καὶ	RP TR	@81					@1	@81	|
1Co.8.11	@1:4	ἀπολεῖται	RP TR	@80					@2	@80	|
1Co.8.11	@2:1	ἐν	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.8.11	@2:2	ἀδελφὸς	RP TR	@10					@5	@10	|
1Co.8.11	@2:3	ἐπὶ	RP TR	@82					@6	@82	|
1Co.8.11	@3:1	ὁ	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
1Co.8.11	@3:2	ἀδελφὸς	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
1Co.9.1	@1:1	ἐλεύθερος	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
1Co.9.1	@1:2	οὐκ	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.9.1	@1:3	εἰμὶ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.9.1	@1:4	ἀπόστολος	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
1Co.9.1	@1:5	ἀπόστολος	RP TR	@6					@3	@6	|
1Co.9.1	@1:6	οὐκ	RP TR	@4					@4	@4	|
1Co.9.1	@1:7	εἰμὶ	RP TR	@5					@5	@5	|
1Co.9.1	@1:8	ἐλεύθερος	RP TR	@3					@6	@3	|
1Co.9.1	@2:1	Ἰησοῦν	SBL WH Treg RP NA28 NA27 NIV TR	@8	@8	@8	@8	@8	@8	@8	|
1Co.9.1	@2:2	Χριστὸν	RP TR	@9					@9	@9	|
1Co.9.2	@1:1	μου	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
1Co.9.2	@1:2	τῆς	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
1Co.9.2	@1:3	τῆς	RP TR	@14					@13	@14	|
1Co.9.2	@1:4	μου	RP TR	@80					@14	@80	|
1Co.9.3	@1:1	ἐστιν	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.9.3	@1:2	αὕτη	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
1Co.9.3	@1:3	αὕτη	RP TR	@8					@7	@8	|
1Co.9.3	@1:4	ἐστιν	RP TR	@7					@8	@7	|
1Co.9.4	@1:1	πεῖν	SBL WH NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.9.4	@1:2	πιεῖν	Treg RP TR	@7					@7	@7	|
1Co.9.6	@1:1	μὴ	SBL WH Treg NA28 NA27 NIV	@10	@9	@10	@9	@10			|
1Co.9.6	@1:2	τοῦ	RP TR	@9					@9	@9	|
1Co.9.6	@1:3	μὴ	RP TR	@10					@10	@10	|
1Co.9.7	@1:1	τὸν	SBL WH Treg NA28 NA27 NIV	@11	@10	@11	@10	@11			|
1Co.9.7	@1:2	καρπὸν	SBL WH Treg NA28 NA27 NIV	@12	@11	@12	@11	@12			|
1Co.9.7	@1:3	ἐκ	RP TR	@10					@10	@10	|
1Co.9.7	@1:4	τοῦ	RP TR	@81					@11	@81	|
1Co.9.7	@1:5	καρποῦ	RP TR	@80					@12	@80	|
1Co.9.7	@2:1	τίς	SBL Holmes Tregmarg	@17	@15	@17					|
1Co.9.7	@2:2	ἢ	WH Treg RP NA28 NA27 NIV TR	@16			@15	@16	@16	@16	|
1Co.9.7	@2:3	τίς	WH Treg RP NA28 NA27 NIV TR	@17			@16	@17	@17	@17	|
1Co.9.8	@1:1	καὶ	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.9.8	@1:2	ταῦτα	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
1Co.9.8	@1:3	οὐ	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
1Co.9.8	@1:4	οὐχὶ	RP TR	@80					@7	@80	|
1Co.9.8	@1:5	καὶ	RP TR	@7					@8	@7	|
1Co.9.8	@1:6	ταῦτα	RP TR	@10					@11	@10	|
1Co.9.9	@1:1	κημώσεις	SBL Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
1Co.9.9	@1:2	φιμώσεις	WH RP TR	@80					@8	@80	|
1Co.9.10	@1:1	ὀφείλει	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
1Co.9.10	@1:2	ἐπʼ	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
1Co.9.10	@1:3	ἐλπίδι	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
1Co.9.10	@1:4	ἐπʼ	RP TR	@12					@11	@12	|
1Co.9.10	@1:5	ἐλπίδι	RP TR	@13					@12	@13	|
1Co.9.10	@1:6	ὀφείλει	RP TR	@11					@13	@11	|
1Co.9.10	@2:1	ἐπʼ	SBL WH Treg NA28 NA27 NIV	@23	@20	@23	@20	@23			|
1Co.9.10	@2:2	ἐλπίδι	SBL WH Treg NA28 NA27 NIV	@24	@21	@24	@21	@24			|
1Co.9.10	@2:3	τοῦ	SBL WH Treg NA28 NA27 NIV	@25	@22	@25	@22	@25			|
1Co.9.10	@2:4	μετέχειν	SBL WH Treg NA28 NA27 NIV	@26	@23	@26	@23	@26			|
1Co.9.10	@2:5	τῆς	RP TR	@20					@20	@20	|
1Co.9.10	@2:6	ἐλπίδος	RP TR	@21					@21	@21	|
1Co.9.10	@2:7	αὐτοῦ	RP TR	@22					@22	@22	|
1Co.9.10	@2:8	μετέχειν	RP TR	@26					@23	@26	|
1Co.9.10	@2:9	ἐπʼ	RP TR	@23					@24	@23	|
1Co.9.10	@2:10	ἐλπίδι	RP TR	@24					@25	@24	|
1Co.9.12	@1:1	ὑμῶν	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.9.12	@1:2	ἐξουσίας	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.9.12	@1:3	ἐξουσίας	RP TR	@5					@4	@5	|
1Co.9.12	@1:4	ὑμῶν	RP TR	@4					@5	@4	|
1Co.9.12	@2:1	τινα	SBL WH Treg NA28 NA27 NIV	@21	@21	@21	@21	@21			|
1Co.9.12	@2:2	ἐγκοπὴν	SBL WH Treg NA28 NA27 NIV	@22	@22	@22	@22	@22			|
1Co.9.12	@2:3	ἐγκοπὴν	RP TR	@22					@21	@22	|
1Co.9.12	@2:4	τινα	RP TR	@21					@22	@21	|
1Co.9.13	@1:1	τὰ	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
1Co.9.13	@2:1	παρεδρεύοντες	SBL WH Treg NA28 NA27 NIV	@16	@16	@16	@16	@16			|
1Co.9.13	@2:2	προσεδρεύοντες	RP TR	@80					@15	@80	|
1Co.9.15	@1:1	οὐ	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
1Co.9.15	@1:2	κέχρημαι	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
1Co.9.15	@1:3	οὐδενὶ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.9.15	@1:4	οὐδενὶ	RP TR	@5					@3	@5	|
1Co.9.15	@1:5	ἐχρησάμην	RP TR	@80					@4	@80	|
1Co.9.15	@2:1	οὐδεὶς	SBL WH Treg NA28 NA27 NIV	@26	@25	@26	@25	@26			|
1Co.9.15	@2:2	κενώσει	SBL WH Treg NA28 NA27 NIV	@27	@26	@27	@26	@27			|
1Co.9.15	@2:3	ἵνα	RP TR	@25					@24	@25	|
1Co.9.15	@2:4	τις	RP TR	@81					@25	@81	|
1Co.9.15	@2:5	κενώσῃ	RP TR	@82					@26	@82	|
1Co.9.16	@1:1	γάρ	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
1Co.9.16	@1:2	δέ	RP TR	@80					@13	@80	|
1Co.9.16	@2:1	εὐαγγελίσωμαι	SBL WH Treg NA28 NA27 NIV	@18	@18	@18	@18	@18			|
1Co.9.16	@2:2	εὐαγγελίζωμαι	RP TR	@81					@18	@81	|
1Co.9.18	@1:1	μού	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
1Co.9.18	@1:2	μοί	RP TR	@80					@3	@80	|
1Co.9.18	@2:1	εὐαγγέλιον	SBL WH Treg RP NA28 NA27 NIV TR	@12	@12	@12	@12	@12	@12	@12	|
1Co.9.18	@2:2	τοῦ	RP TR	@13					@13	@13	|
1Co.9.18	@2:3	Χριστοῦ	RP TR	@14					@14	@14	|
1Co.9.20	@1:1	μὴ	SBL WH Treg NA28 NA27 NIV	@16	@16	@16	@16	@16			|
1Co.9.20	@1:2	ὢν	SBL WH Treg NA28 NA27 NIV	@17	@17	@17	@17	@17			|
1Co.9.20	@1:3	αὐτὸς	SBL WH Treg NA28 NA27 NIV	@18	@18	@18	@18	@18			|
1Co.9.20	@1:4	ὑπὸ	SBL WH Treg NA28 NA27 NIV	@19	@19	@19	@19	@19			|
1Co.9.20	@1:5	νόμον	SBL WH Treg NA28 NA27 NIV	@20	@20	@20	@20	@20			|
1Co.9.21	@1:1	θεοῦ	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
1Co.9.21	@1:2	θεῷ	RP TR	@80					@8	@80	|
1Co.9.21	@2:1	Χριστοῦ	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
1Co.9.21	@2:2	Χριστῷ	RP TR	@81					@11	@81	|
1Co.9.21	@3:1	κερδάνω	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
1Co.9.21	@3:2	κερδήσω	RP TR	@82					@13	@82	|
1Co.9.21	@4:1	τοὺς	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
1Co.9.22	@1:1	ἀσθενέσιν	SBL WH Treg RP NA28 NA27 NIV TR	@3	@3	@3	@3	@3	@3	@3	|
1Co.9.22	@1:2	ὡς	RP TR	@4					@4	@4	|
1Co.9.22	@2:1	γέγονα	SBL WH Treg RP NA28 NA27 NIV TR	@12	@11	@12	@11	@12	@12	@12	|
1Co.9.22	@2:2	τὰ	RP TR	@13					@13	@13	|
1Co.9.23	@1:1	πάντα	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
1Co.9.23	@1:2	Τοῦτο	RP TR	@80					@1	@80	|
1Co.10.1	@1:1	γὰρ	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
1Co.10.1	@1:2	δὲ	RP TR	@80					@3	@80	|
1Co.10.2	@1:1	ἐβαπτίσαντο	SBL WH Treg RP TR	@80	@6	@80			@6	@80	|
1Co.10.2	@1:2	ἐβαπτίσθησαν	NA28 NA27 NIV	@6			@6	@6			|
1Co.10.3	@1:1	πνευματικὸν	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.10.3	@1:2	βρῶμα	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
1Co.10.3	@1:3	βρῶμα	RP TR	@6					@5	@6	|
1Co.10.3	@1:4	πνευματικὸν	RP TR	@5					@6	@5	|
1Co.10.4	@1:1	πνευματικὸν	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
1Co.10.4	@1:2	ἔπιον	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
1Co.10.4	@1:3	πόμα	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
1Co.10.4	@1:4	πόμα	RP TR	@7					@5	@7	|
1Co.10.4	@1:5	πνευματικὸν	RP TR	@5					@6	@5	|
1Co.10.4	@1:6	ἔπιον	RP TR	@6					@7	@6	|
1Co.10.4	@2:1	πέτρα	SBL WH Treg NA28 NA27 NIV	@15	@15	@15	@15	@15			|
1Co.10.4	@2:2	δὲ	SBL WH Treg NA28 NA27 NIV	@16	@16	@16	@16	@16			|
1Co.10.4	@2:3	δὲ	RP TR	@16					@15	@16	|
1Co.10.4	@2:4	πέτρα	RP TR	@15					@16	@15	|
1Co.10.9	@1:1	Χριστόν	SBL RP NA28 NA27 TR	@4	@4	@4	@4	@4	@4	@4	|
1Co.10.9	@1:2	κύριον	WH Treg NIV								|
1Co.10.9	@2:1	καθώς	SBL WH Treg RP NA28 NA27 NIV TR	@5	@5	@5	@5	@5	@5	@5	|
1Co.10.9	@2:2	καί	RP TR	@6					@6	@6	|
1Co.10.9	@3:1	ἀπώλλυντο	SBL WH Treg NA28 NA27 NIV	@14	@13	@14	@13	@14			|
1Co.10.9	@3:2	ἀπώλοντο	RP TR	@80					@14	@80	|
1Co.10.10	@1:1	καθάπερ	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
1Co.10.10	@1:2	καθὼς	RP TR	@80					@3	@80	|
1Co.10.10	@1:3	καί	RP TR	@4					@4	@4	|
1Co.10.11	@1:1	δὲ	SBL WH Treg RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
1Co.10.11	@1:2	πάντα	RP TR	@3					@3	@3	|
1Co.10.11	@2:1	τυπικῶς	SBL WH Treg NA28 NA27 NIV	@4	@3	@4	@3	@4			|
1Co.10.11	@2:2	συνέβαινεν	SBL WH Treg NA28 NA27 NIV	@5	@4	@5	@4	@5			|
1Co.10.11	@2:3	τύποι	RP TR	@80					@4	@80	|
1Co.10.11	@2:4	συνέβαινον	RP TR	@81					@5	@81	|
1Co.10.11	@3:1	κατήντηκεν	SBL WH Treg NA28 NA27 NIV	@18	@17	@18	@17	@18			|
1Co.10.11	@3:2	κατήντησεν	RP TR	@82					@18	@82	|
1Co.10.13	@1:1	δύνασθαι	SBL WH Treg RP NA28 NA27 NIV TR	@29	@29	@29	@29	@29	@29	@29	|
1Co.10.13	@1:2	ὑμᾶς	RP TR	@30					@30	@30	|
1Co.10.16	@1:1	ἐστὶν	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
1Co.10.16	@1:2	τοῦ	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
1Co.10.16	@1:3	αἵματος	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
1Co.10.16	@1:4	τοῦ	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
1Co.10.16	@1:5	Χριστοῦ	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
1Co.10.16	@1:6	τοῦ	RP TR	@10					@9	@10	|
1Co.10.16	@1:7	αἵματος	RP TR	@11					@10	@11	|
